abv,brewery,date_added,link,name,num_ratings,rating,style,style_rating,brewery_type,city,country,openbrewdb_id,latitude,longitude,phone,postal_code,state,street,updated_at,website_url
0.065,Aslin Beer Company,11/30/2017,www.ratebeer.com/beer/aslin-progeny-flip-flops-socks/572461/,Aslin Progeny - Flip Flops & Socks,6,3.36,Saison / Farmhouse / Grisette,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.065,Aslin Beer Company,1/25/2018,www.ratebeer.com/beer/aslin-progeny-freudian-accordion/586587/,Aslin Progeny - Freudian Accordion,2,3.35,IPA - Hazy / NEIPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.1,Aslin Beer Company,12/29/2018,www.ratebeer.com/beer/aslin-progeny-from-crook-to-cook/691818/,Aslin Progeny - From Crook To Cook,1,3.17,Stout - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.040999999999999995,Aslin Beer Company,4/13/2018,www.ratebeer.com/beer/aslin-progeny-heifer-with-cheese/608757/,Aslin Progeny - Heifer With Cheese,0,,Gose,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.15,Aslin Beer Company,1/13/2019,www.ratebeer.com/beer/aslin-progeny-interstellar-planet-eating-creature/695949/,Aslin Progeny - Interstellar Planet Eating Creature,3,3.39,Stout - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.084,Aslin Beer Company,11/4/2018,www.ratebeer.com/beer/aslin-progeny-kasai-rex/673112/,Aslin Progeny - Kasai Rex,1,3.11,IIPA - Imperial / Double IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.095,Aslin Beer Company,12/27/2017,www.ratebeer.com/beer/aslin-progeny-lapse-of-reason/579414/,Aslin Progeny - Lapse of Reason,6,3.46,Porter - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.055,Aslin Beer Company,11/4/2018,www.ratebeer.com/beer/aslin-progeny-lobster-hands/673107/,Aslin Progeny - Lobster Hands,1,3.11,IPA - Hazy / NEIPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.07,Aslin Beer Company,3/15/2018,www.ratebeer.com/beer/aslin-progeny-mantis-style/600296/,Aslin Progeny - Mantis Style,1,3.09,Saison / Farmhouse / Grisette,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.111,Aslin Beer Company,9/9/2018,www.ratebeer.com/beer/aslin-progeny-midwest-monster/656360/,Aslin Progeny - Midwest Monster,0,,Sour / Wild Beer,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.1,Aslin Beer Company,11/25/2018,www.ratebeer.com/beer/aslin-progeny-no-raisins/680855/,Aslin Progeny - No Raisins,1,3.15,Stout - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.059000000000000004,Aslin Beer Company,11/17/2018,www.ratebeer.com/beer/aslin-progeny-passing-fancies/677808/,Aslin Progeny - Passing Fancies,1,3.11,IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.09,Aslin Beer Company,5/26/2018,www.ratebeer.com/beer/aslin-progeny-raging-rabbit/621811/,Aslin Progeny - Raging Rabbit,1,3.17,IIPA - Imperial / Double IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.085,Aslin Beer Company,12/21/2018,www.ratebeer.com/beer/aslin-progeny-ropen/688708/,Aslin Progeny - Ropen,1,3.13,IIPA - Imperial / Double IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.064,Aslin Beer Company,11/3/2017,www.ratebeer.com/beer/aslin-progeny-rule-6/564774/,Aslin Progeny - Rule #6,1,3.19,IPA - Hazy / NEIPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.07400000000000001,Aslin Beer Company,12/9/2017,www.ratebeer.com/beer/aslin-progeny-san-antone-saucier/574800/,Aslin Progeny - San Antone Saucier,5,3.53,IPA - Hazy / NEIPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.14,Aslin Beer Company,2/24/2019,www.ratebeer.com/beer/aslin-progeny-snow-snake/707542/,Aslin Progeny - Snow Snake,1,3.11,Stout - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.08,Aslin Beer Company,2/24/2018,www.ratebeer.com/beer/aslin-progeny-sock-monkey/594915/,Aslin Progeny - Sock Monkey,3,3.13,IIPA - Imperial / Double IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.114,Aslin Beer Company,6/20/2018,www.ratebeer.com/beer/aslin-progeny-soul-cry/630250/,Aslin Progeny - Soul Cry,3,3.46,Stout - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.068,Aslin Beer Company,6/22/2018,www.ratebeer.com/beer/aslin-progeny-tropical-earthquake/630822/,Aslin Progeny - Tropical Earthquake,4,3.32,IPA - Hazy / NEIPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.057999999999999996,Aslin Beer Company,10/9/2015,www.ratebeer.com/beer/aslin-rancid-resin/366649/,Aslin Rancid Resin,1,2.87,IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.07,Aslin Beer Company,9/18/2015,www.ratebeer.com/beer/aslin-red-invasion-double-rye-ale/361729/,Aslin Red Invasion Double Rye Ale,6,3.34,Specialty Grain - Other,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.055,Aslin Beer Company,8/25/2018,www.ratebeer.com/beer/aslin-removal-of-responsibility/651408/,Aslin Removal of Responsibility,2,3.19,Weissbier - Hefeweizen,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.13,Aslin Beer Company,12/10/2018,www.ratebeer.com/beer/aslin-rich-girl/684836/,Aslin Rich Girl,2,3.28,BarleyWine / WheatWine / RyeWine,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.12,Aslin Beer Company,3/12/2018,www.ratebeer.com/beer/aslin-rich-mahogany/599617/,Aslin Rich Mahogany,1,3.15,BarleyWine / WheatWine / RyeWine,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.061,Aslin Beer Company,9/18/2015,www.ratebeer.com/beer/aslin-rtc-1857/361737/,Aslin RTC/1857,3,3.21,Witbier / Belgian White Ale,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.15,Aslin Beer Company,5/26/2018,www.ratebeer.com/beer/aslin-san-saba/621812/,Aslin San Saba,3,3.4,Stout - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.065,Aslin Beer Company,10/15/2018,www.ratebeer.com/beer/aslin-save-second-base/667020/,Aslin Save Second Base,5,3.22,IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.04,Aslin Beer Company,2/6/2017,www.ratebeer.com/beer/aslin-schooner-is-a-sailboat/485399/,Aslin Schooner Is A Sailboat,2,3.3,Pale Ale - American / APA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.12,Aslin Beer Company,2/28/2019,www.ratebeer.com/beer/aslin-screech/708626/,Aslin Screech,6,3.54,IIPA - Imperial / Double IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.085,Aslin Beer Company,8/23/2018,www.ratebeer.com/beer/aslin-selfish-predator/650825/,Aslin Selfish Predator,6,3.54,IIPA - Imperial / Double IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.055,Aslin Beer Company,11/25/2018,www.ratebeer.com/beer/aslin-semper-gumby/680858/,Aslin Semper Gumby,9,3.64,IPA,94.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.111,Aslin Beer Company,11/30/2017,www.ratebeer.com/beer/aslin-sensei/572460/,Aslin Sensei,24,3.69,IIPA - Imperial / Double IPA,85.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.07,Aslin Beer Company,5/5/2017,www.ratebeer.com/beer/aslin-sensitivity-training/510928/,Aslin Sensitivity Training,15,3.6,IPA - Hazy / NEIPA,90.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.091,Aslin Beer Company,7/20/2017,www.ratebeer.com/beer/aslin-shenanigans/534725/,Aslin Shenanigans,4,3.34,IIPA - Imperial / Double IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
,Aslin Beer Company,11/10/2015,www.ratebeer.com/beer/aslin-slaughter-farmhouse/374295/,Aslin Slaughter (Farm)House,2,3.14,Saison / Farmhouse / Grisette,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.051,Aslin Beer Company,10/9/2015,www.ratebeer.com/beer/aslin-smash-centennial/366647/,Aslin SMASH - Centennial,1,2.96,Blonde Ale / Golden Ale,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.065,Aslin Beer Company,11/3/2017,www.ratebeer.com/beer/aslin-sorbet/564895/,Aslin Sorbet,14,3.73,IPA,98.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.05,Aslin Beer Company,7/25/2018,www.ratebeer.com/beer/aslin-southern-hospitality/641545/,Aslin Southern Hospitality,1,3.06,Sour / Wild Beer,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.091,Aslin Beer Company,8/25/2018,www.ratebeer.com/beer/aslin-special-drops/651340/,Aslin Special Drops,0,,IIPA - Imperial / Double IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.15,Aslin Beer Company,12/6/2017,www.ratebeer.com/beer/aslin-sprechen-sie-deutsch/574113/,Aslin Sprechen Sie Deutsch?,11,3.61,Stout - Imperial,44.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.045,Aslin Beer Company,10/9/2018,www.ratebeer.com/beer/aslin-stacked-strapped/665042/,Aslin Stacked & Strapped,3,3.31,Berliner Weisse,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.064,Aslin Beer Company,9/18/2015,www.ratebeer.com/beer/aslin-standard-american-ipa/361732/,Aslin Standard American IPA,4,3.32,IPA - Hazy / NEIPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.05,Aslin Beer Company,10/8/2018,www.ratebeer.com/beer/aslin-stating-the-obvious/664825/,Aslin Stating the Obvious,4,3.26,Amber Lager - Intl / Vienna,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.08199999999999999,Aslin Beer Company,3/12/2016,www.ratebeer.com/beer/aslin-stellar-parallax/402836/,Aslin Stellar Parallax,30,3.83,IIPA - Imperial / Double IPA,97.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.15,Aslin Beer Company,9/4/2018,www.ratebeer.com/beer/aslin-stripes/654801/,Aslin Stripes,6,3.63,Stout - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.06,Aslin Beer Company,2/13/2019,www.ratebeer.com/beer/aslin-summer-fruittata/704330/,Aslin Summer Fruittata,6,3.46,Sour / Wild Beer,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.04,Aslin Beer Company,10/19/2018,www.ratebeer.com/beer/aslin-summer-session/668159/,Aslin Summer Session,1,2.89,ISA - Session IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.127,Aslin Beer Company,8/23/2017,www.ratebeer.com/beer/aslin-sweet-berry-wine/545397/,Aslin Sweet Berry Wine,20,3.39,Flavored - Fruit,93.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.15,Aslin Beer Company,10/20/2018,www.ratebeer.com/beer/aslin-syrtaki/668571/,Aslin Syrtaki,3,3.42,Stout - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.045,Aslin Beer Company,11/25/2018,www.ratebeer.com/beer/aslin-tacocat/680859/,Aslin TacoCat,7,3.1,Pale Lager - North Am. / Light,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.165,Aslin Beer Company,3/31/2019,www.ratebeer.com/beer/aslin-the-gang-buys-a-barrel/717118/,Aslin The Gang Buys a Barrel,1,3.15,Stout - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.085,Aslin Beer Company,5/11/2017,www.ratebeer.com/beer/aslin-the-implication/512778/,Aslin The Implication,14,3.71,IIPA - Imperial / Double IPA,87.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.06,Aslin Beer Company,8/19/2016,www.ratebeer.com/beer/aslin-the-martyr/443191/,Aslin The Martyr,2,3.3,IPA - Hazy / NEIPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.094,Aslin Beer Company,11/3/2016,www.ratebeer.com/beer/aslin-the-passion-of-johann/461553/,Aslin The Passion of Johann,18,3.67,IIPA - Imperial / Double IPA,82.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.055,Aslin Beer Company,10/6/2016,www.ratebeer.com/beer/aslin-the-pill/454830/,Aslin The Pill,2,3.21,Pilsener / Pils / Pilsner,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.12,Aslin Beer Company,2/7/2016,www.ratebeer.com/beer/aslin-the-rambler/394312/,Aslin The Rambler,5,3.54,BarleyWine / WheatWine / RyeWine,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.12,Aslin Beer Company,10/6/2016,www.ratebeer.com/beer/aslin-the-rambler-bourbon-barrel/454831/,Aslin The Rambler (Bourbon Barrel),1,3.19,BarleyWine / WheatWine / RyeWine,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.12,Aslin Beer Company,10/6/2016,www.ratebeer.com/beer/aslin-the-rambler-brandy-barrel/454832/,Aslin The Rambler (Brandy Barrel),1,3.15,BarleyWine / WheatWine / RyeWine,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.05,Aslin Beer Company,11/10/2015,www.ratebeer.com/beer/aslin-the-underground/374296/,Aslin The Underground,5,3.49,Pale Ale - American / APA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.045,Aslin Beer Company,7/28/2017,www.ratebeer.com/beer/aslin-there-gose-the-diet/537476/,Aslin There Gose The Diet,6,3.4,Gose,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.054000000000000006,Aslin Beer Company,11/10/2017,www.ratebeer.com/beer/aslin-theta-d/566964/,Aslin Theta-d,8,3.6,Pale Ale - American / APA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.13,Aslin Beer Company,12/31/2018,www.ratebeer.com/beer/aslin-time-for-that/692317/,Aslin Time For That,5,3.44,BarleyWine / WheatWine / RyeWine,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.045,Aslin Beer Company,10/17/2018,www.ratebeer.com/beer/aslin-tiny-dancer/667429/,Aslin Tiny Dancer,2,3.18,Saison / Farmhouse / Grisette,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.12,Aslin Beer Company,10/27/2017,www.ratebeer.com/beer/aslin-triple-orange-starfish/562999/,Aslin Triple Orange Starfish,35,3.91,IIPA - Imperial Hazy / NEIPA,98.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.055,Aslin Beer Company,6/22/2018,www.ratebeer.com/beer/aslin-trite/630821/,Aslin Trite,5,3.52,IPA - Hazy / NEIPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.035,Aslin Beer Company,12/14/2017,www.ratebeer.com/beer/aslin-twinkle/576262/,Aslin Twinkle,7,3.44,Berliner Weisse,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.065,Aslin Beer Company,7/8/2018,www.ratebeer.com/beer/aslin-tyson39s-grandma/635961/,Aslin Tyson's Grandma,3,3.21,IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.128,Aslin Beer Company,9/7/2017,www.ratebeer.com/beer/aslin-unicorn-vomit/549552/,Aslin Unicorn Vomit,12,3.5,IIPA - Imperial / Double IPA,46.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.087,Aslin Beer Company,6/7/2017,www.ratebeer.com/beer/aslin-vapid/520680/,Aslin Vapid,13,3.78,IIPA - Imperial / Double IPA,93.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.087,Aslin Beer Company,10/21/2017,www.ratebeer.com/beer/aslin-vapid-double-dry-hopped/561173/,Aslin Vapid (Double Dry Hopped),2,3.21,IIPA - Imperial / Double IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.055,Aslin Beer Company,1/4/2019,www.ratebeer.com/beer/aslin-velocirabbit/693610/,Aslin Velocirabbit,2,3.21,IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.065,Aslin Beer Company,3/2/2018,www.ratebeer.com/beer/aslin-wax-off/596434/,Aslin Wax Off,2,3.12,IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.065,Aslin Beer Company,3/1/2018,www.ratebeer.com/beer/aslin-wax-on/596220/,Aslin Wax On,1,3.23,IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.13,Aslin Beer Company,8/10/2017,www.ratebeer.com/beer/aslin-west-chester/541865/,Aslin West Chester,2,3.28,Stout - Imperial,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.1,Aslin Beer Company,12/10/2018,www.ratebeer.com/beer/aslin-wilmington/684837/,Aslin Wilmington,4,3.61,Scotch Ale / Wee Heavy,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.065,Aslin Beer Company,8/3/2018,www.ratebeer.com/beer/aslin-with-a-baseball-bat/644682/,Aslin With a Baseball Bat,3,3.02,IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.083,Aslin Beer Company,5/28/2017,www.ratebeer.com/beer/aslin-you-call-that-a-knife/517998/,Aslin You Call That A Knife?,12,3.67,IIPA - Imperial / Double IPA,81.0,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.085,Aslin Beer Company,9/26/2017,www.ratebeer.com/beer/aslin-you-call-that-a-knife-double-dry-hopped/554785/,Aslin You Call That A Knife? (Double Dry Hopped),5,3.61,IIPA - Imperial / Double IPA,,micro,Herndon,United States,7079,,,7037875766,20170,Virginia,257 Sunset Park Dr.,2018-08-11T21:40:01.715Z,http://www.aslinbeer.com
0.054000000000000006,Audacious Aleworks,6/29/2018,www.ratebeer.com/beer/audacious-aleworks-7-evil-exes/632942/,Audacious Aleworks 7 Evil Exes,1,3.04,Sour / Wild Beer,,micro,Falls Church,United States,7080,38.880764818181795,-77.1723435909091,,22046,Virginia,110 E Fairfax St,2018-08-24T16:27:05.407Z,
0.063,Audacious Aleworks,4/29/2018,www.ratebeer.com/beer/audacious-aleworks-admiration-oatmeal-stout/613657/,Audacious Aleworks Admiration Oatmeal Stout,3,3.16,Stout - Milk / Sweet,,micro,Falls Church,United States,7080,38.880764818181795,-77.1723435909091,,22046,Virginia,110 E Fairfax St,2018-08-24T16:27:05.407Z,
0.081,Audacious Aleworks,4/6/2019,www.ratebeer.com/beer/audacious-aleworks-back-porch-brew/718776/,Audacious Aleworks Back Porch Brew,2,3.05,Sour / Wild Beer,,micro,Falls Church,United States,7080,38.880764818181795,-77.1723435909091,,22046,Virginia,110 E Fairfax St,2018-08-24T16:27:05.407Z,
0.067,Audacious Aleworks,5/27/2018,www.ratebeer.com/beer/audacious-aleworks-belgian-saison/622328/,Audacious Aleworks Belgian Saison,1,3.02,Saison / Farmhouse / Grisette,,micro,Falls Church,United States,7080,38.880764818181795,-77.1723435909091,,22046,Virginia,110 E Fairfax St,2018-08-24T16:27:05.407Z,
0.105,Audacious Aleworks,1/10/2019,www.ratebeer.com/beer/audacious-aleworks-black-forest-imperial-stout/694970/,Audacious Aleworks Black Forest Imperial Stout,1,3.06,Stout - Imperial,,micro,Falls Church,United States,7080,38.880764818181795,-77.1723435909091,,22046,Virginia,110 E Fairfax St,2018-08-24T16:27:05.407Z,
0.047,Audacious Aleworks,11/4/2018,www.ratebeer.com/beer/audacious-aleworks-bombastic-birdy-beans-blonde-coffee-ale/673083/,Audacious Aleworks Bombastic Birdy Beans Blonde Coffee Ale,1,3.06,Blonde Ale / Golden Ale,,micro,Falls Church,United States,7080,38.880764818181795,-77.1723435909091,,22046,Virginia,110 E Fairfax St,2018-08-24T16:27:05.407Z,
0.067,Audacious Aleworks,1/10/2019,www.ratebeer.com/beer/audacious-aleworks-christmas-ale/694969/,Audacious Aleworks Christmas Ale,1,2.96,Flavored - Other,,micro,Falls Church,United States,7080,38.880764818181795,-77.1723435909091,,22046,Virginia,110 E Fairfax St,2018-08-24T16:27:05.407Z,
0.08800000000000001,Audacious Aleworks,4/6/2019,www.ratebeer.com/beer/audacious-aleworks-clan-macleod-immortal/718772/,Audacious Aleworks Clan MacLeod Immortal,2,3.07,Scotch Ale / Wee Heavy,,micro,Falls Church,United States,7080,38.880764818181795,-77.1723435909091,,22046,Virginia,110 E Fairfax St,2018-08-24T16:27:05.407Z,
0.047,Audacious Aleworks,4/6/2019,www.ratebeer.com/beer/audacious-aleworks-cliffs-of-moher/718769/,Audacious Aleworks Cliffs of Moher,2,3.16,Stout - Dry,,micro,Falls Church,United States,7080,38.880764818181795,-77.1723435909091,,22046,Virginia,110 E Fairfax St,2018-08-24T16:27:05.407Z,
