abv,address,brewery,country,date_added,google_map_link,link,name,num_ratings,postal_code,rating,state,style,style_rating,town
0.065,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,5/5/2012,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-highway-to-helles/172919/,Barley and Hops Highway To Helles,5,21704,2.98,Maryland,Bock- Heller Bock / Maibock,,Frederick 
0.064,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,10/10/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-hop-tub-time-machine/558437/,Barley and Hops Hop Tub Time Machine,0,21704,,Maryland,IPA,,Frederick 
0.075,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,6/24/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-hoppen-dasz/428752/,Barley and Hops Hoppen-Däsz,2,21704,3.07,Maryland,Belgian Ale - Pale / Golden,,Frederick 
0.085,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,10/10/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-hoppy-smacks/558438/,Barley and Hops Hoppy Smacks,0,21704,,Maryland,IIPA - Imperial / Double IPA,,Frederick 
0.065,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,10/28/2008,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-hoptopsy/95062/,Barley and Hops Hoptopsy,15,21704,3.05,Maryland,Bitter - Premium / Strong / ESB,49.0,Frederick 
0.063,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,10/17/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-hoptub-harvest-ipa/457632/,Barley and Hops Hoptub Harvest IPA,1,21704,3.09,Maryland,IPA,,Frederick 
0.061,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,5/24/2006,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-india-amber-ale/59564/,Barley and Hops India Amber Ale,3,21704,3.1,Maryland,IPA,,Frederick 
0.059,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,7/4/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-jojo39s-pale-ale/529435/,Barley and Hops Jojo's Pale Ale,1,21704,3.0,Maryland,Pale Ale - American / APA,,Frederick 
0.088,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,4/2/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-lando/408441/,Barley and Hops Lando,1,21704,3.04,Maryland,Malt Liquor,,Frederick 
0.067,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,8/26/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-lemon-party/546210/,Barley and Hops Lemon Party,1,21704,2.94,Maryland,Sour / Wild Beer,,Frederick 
0.04,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,12/25/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-lunch-break-brown-english-mild/306654/,Barley and Hops Lunch Break: Brown English Mild,1,21704,2.7,Maryland,Mild Ale,,Frederick 
0.038,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,11/20/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-lunch-break-homegrown-lunch/238798/,Barley and Hops Lunch Break: Homegrown Lunch,2,21704,2.9,Maryland,Pale Ale - American / APA,,Frederick 
0.04,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,9/29/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-lunch-break-session-brown/290432/,Barley and Hops Lunch Break: Session Brown,1,21704,2.79,Maryland,Brown Ale,,Frederick 
0.042,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,9/28/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-lunch-break-summer-wheat/290292/,Barley and Hops Lunch Break: Summer Wheat,2,21704,2.86,Maryland,Wheat Ale,,Frederick 
0.088,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,4/30/2004,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-lust-for-lupulin/33730/,Barley and Hops Lust For Lupulin,3,21704,3.43,Maryland,IIPA - Imperial / Double IPA,,Frederick 
0.056,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,4/3/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-mcdowell39s-irish-red/408558/,Barley and Hops McDowell's Irish Red,1,21704,3.06,Maryland,Red Ale - Irish,,Frederick 
0.063,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,12/9/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-mexican-pointy-boots-stout/471105/,Barley and Hops Mexican Pointy Boots Stout ,0,21704,,Maryland,Stout,,Frederick 
0.063,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,12/9/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-moko-pacific-ipa/471113/,Barley and Hops Moko-Pacific IPA,0,21704,,Maryland,IPA,,Frederick 
0.065,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,3/24/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-moulin-bruges/406011/,Barley and Hops Moulin Bruges,3,21704,3.27,Maryland,Dubbel,,Frederick 
0.074,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,12/15/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-nedu/576494/,Barley and Hops NEDU,2,21704,3.21,Maryland,IPA,,Frederick 
0.048,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,4/3/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-nobody39s-alt-but-mine/408557/,Barley and Hops Nobody's Alt but Mine,2,21704,3.19,Maryland,Altbier / Sticke Alt,,Frederick 
0.065,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,5/20/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-oak-aged-hoptopsy/213943/,Barley and Hops Oak-Aged Hoptopsy,1,21704,2.8,Maryland,Bitter - Premium / Strong / ESB,,Frederick 
0.051,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,9/3/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-oatey-mcoatface/548811/,Barley and Hops Oatey McOatface,1,21704,3.04,Maryland,IPA,,Frederick 
0.068,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,10/26/2003,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-oktoberfest/27842/,Barley and Hops Oktoberfest,7,21704,3.18,Maryland,Märzen / Oktoberfest Bier,,Frederick 
,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,9/19/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-pete39s-patsy/450778/,Barley and Hops Pete's Patsy,1,21704,3.0,Maryland,Red Ale / Intl Amber Ale,,Frederick 
0.056,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,2/5/2003,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-rippen-raspberry-wheat/21798/,Barley and Hops Rippen Raspberry Wheat,1,21704,3.07,Maryland,Flavored - Fruit,,Frederick 
0.055,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,7/27/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-riwaka-operator/537260/,Barley and Hops Riwaka Operator,1,21704,3.15,Maryland,Pilsener / Pils / Pilsner,,Frederick 
0.067,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,9/19/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-roller-monkey-chocolate-banana-porter/450771/,Barley and Hops Roller Monkey Chocolate Banana Porter,1,21704,3.02,Maryland,Porter,,Frederick 
0.052,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,1/15/2003,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-schifferstadt-stout/20754/,Barley and Hops Schifferstadt Stout,30,21704,3.27,Maryland,Stout - Milk / Sweet,41.0,Frederick 
0.038,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,11/10/2005,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-schwarzbier/53134/,Barley and Hops Schwarzbier,1,21704,2.69,Maryland,Schwarzbier / Black Lager,,Frederick 
0.053,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,7/4/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-seductress-summer-stout/529403/,Barley and Hops Seductress Summer Stout,2,21704,3.05,Maryland,Stout,,Frederick 
0.06,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,6/11/2004,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-shenandoah-gold-rye-pilsner/25299/,Barley and Hops Shenandoah Gold Rye Pilsner,4,21704,2.91,Maryland,Pilsener / Pils / Pilsner,,Frederick 
0.07,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,4/2/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-slater-san39s-“check-u-lator”/408446/,Barley and Hops Slater-san's “Check-U-Lator”,1,21704,3.04,Maryland,Bock - Doppelbock,,Frederick 
0.068,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,2/1/2012,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-snallygaster/165037/,Barley and Hops Snallygaster ,6,21704,3.19,Maryland,IPA - Black/Brown/Cascadian Dark,,Frederick 
0.072,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,2/8/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-snowmageddon-winter-ale/250361/,Barley and Hops Snowmageddon Winter Ale,2,21704,2.77,Maryland,Brown Ale,,Frederick 
0.06,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,6/6/2014,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-stonewall39s-stogies-smoked-porter/269548/,Barley and Hops Stonewall's Stogies Smoked Porter,1,21704,2.81,Maryland,Porter,,Frederick 
0.068,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,5/15/2011,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-sugarloaf-saison/144889/,Barley and Hops Sugarloaf Saison,6,21704,3.08,Maryland,Saison / Farmhouse / Grisette,,Frederick 
,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,1/8/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-taniwah-islander-saison/478238/,Barley and Hops Taniwah Islander Saison,0,21704,,Maryland,Saison / Farmhouse / Grisette,,Frederick 
0.06,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,8/10/2018,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-tent-pole/646836/,Barley and Hops Tent Pole,3,21704,3.16,Maryland,IPA,,Frederick 
0.06,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,2/26/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-the-black-plague/203019/,Barley and Hops The Black Plague,1,21704,2.9,Maryland,Stout,,Frederick 
0.058,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,5/20/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-the-bunnyman-white-ipa/213951/,Barley and Hops The Bunnyman White IPA,4,21704,3.0,Maryland,IPA,,Frederick 
,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,2/20/2013,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-the-sweet-couple/202236/,Barley and Hops The Sweet Couple,1,21704,2.83,Maryland,Stout,,Frederick 
0.066,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,6/5/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-to-helen-bock/424034/,Barley and Hops To Helen Bock,2,21704,3.05,Maryland,Bock- Heller Bock / Maibock,,Frederick 
0.057,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,7/16/2003,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-tuscarora-red/25297/,Barley and Hops Tuscarora Red,21,21704,2.95,Maryland,Red Ale / Intl Amber Ale,44.0,Frederick 
0.05,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,3/5/2005,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-udology-oatmeal-stout/44590/,Barley and Hops Udology Oatmeal Stout,2,21704,3.0,Maryland,Stout - Milk / Sweet,,Frederick 
0.058,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,8/28/2011,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-vandalia/152619/,Barley and Hops Vandalia,3,21704,2.74,Maryland,Red Ale / Intl Amber Ale,,Frederick 
0.052,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,9/19/2016,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-vinz-clortho-smoked-gose/450777/,Barley and Hops Vinz Clortho Smoked Gose,1,21704,3.09,Maryland,Gose,,Frederick 
0.098,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,8/4/2008,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-wades-man-oak-aged-scotch-ale/91259/,Barley and Hops Wades Man Oak-Aged Scotch Ale,3,21704,3.0,Maryland,Scotch Ale / Wee Heavy,,Frederick 
0.072,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,1/29/2009,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-wayne39s-winter-requiem/98536/,Barley and Hops Wayne's Winter Requiem,1,21704,3.03,Maryland,Traditional Ale - Other,,Frederick 
0.05,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,6/7/2005,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-weizen-heimer/47850/,Barley and Hops Weizen Heimer,6,21704,2.94,Maryland,Weissbier - Hefeweizen,,Frederick 
0.068,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,12/14/2003,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-winter-warmer-2003/29219/,Barley and Hops Winter Warmer (2003),3,21704,3.11,Maryland,Strong Ale - English,,Frederick 
0.066,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,1/25/2005,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-winter-warmer-2004/43510/,Barley and Hops Winter Warmer (2004),2,21704,2.96,Maryland,Strong Ale - English,,Frederick 
0.072,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,1/10/2007,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-winter-warmer-2006/68576/,Barley and Hops Winter Warmer (2006),3,21704,2.95,Maryland,Strong Ale - English,,Frederick 
0.072,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,12/3/2004,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-winter-warmer-2007/41965/,Barley and Hops Winter Warmer (2007),1,21704,2.84,Maryland,Strong Ale - American,,Frederick 
0.048,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,8/22/2008,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-wit-wedding-sour-mash/92069/,Barley and Hops Wit Wedding (Sour Mash),2,21704,2.23,Maryland,Witbier / Belgian White Ale,,Frederick 
0.048,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,5/27/2017,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-working-girl/517492/,Barley and Hops Working Girl,2,21704,2.91,Maryland,Saison / Farmhouse / Grisette,,Frederick 
0.05,"5473 Urbana Pike, Ste 355", Barley and Hops Grill and Microbrewery,USA,8/5/2005,maps.google.com/maps?f=q&hl=en&geocode=&q=Barley+and+Hops+Grill+and+Microbrewery%2C5473+Urbana+Pike%2C+Ste+355%2C+Frederick%2C+Maryland%2C+United+States%2C+21704,www.ratebeer.com/beer/barley-and-hops-worth-the-wait-pilsner/49589/,Barley and Hops Worth The Wait Pilsner,1,21704,3.03,Maryland,Pilsener / Pils / Pilsner,,Frederick 
0.073,4401 Eastern Ave, Bawlmer Craft Beers,USA,6/29/2010,maps.google.com/maps?f=q&hl=en&geocode=&q=Bawlmer+Craft+Beers%2C4401+Eastern+Ave%2C+Baltimore%2C+Maryland%2C+United+States%2C+21224,www.ratebeer.com/beer/bawlmer-amber39s-ale/125424/,Bawlmer Amber's Ale,4,21224,2.87,Maryland,Red Ale / Intl Amber Ale,,Baltimore
0.061,4401 Eastern Ave, Bawlmer Craft Beers,USA,7/3/2010,maps.google.com/maps?f=q&hl=en&geocode=&q=Bawlmer+Craft+Beers%2C4401+Eastern+Ave%2C+Baltimore%2C+Maryland%2C+United+States%2C+21224,www.ratebeer.com/beer/bawlmer-formstone-ale/125622/,Bawlmer Formstone Ale,4,21224,3.07,Maryland,Brown Ale,,Baltimore
